config_id,mods,density,n_vars,k,n_traj,traj_length,do_proba_learner,do_skeleton_learner,do_KLearner,k_learning_time,BIC_Score,learned_k
"(4, 0.1, 4, 6, 100, 30, False, False, True)",4,0.1,4,6,100,30,False,False,True,6.300377048999508,32170.68497441873,4
"(4, 0.1, 4, 6, 100, 30, False, False, True)",4,0.1,4,6,100,30,False,False,True,6.498336422999273,31853.30340332207,5
"(4, 0.1, 4, 6, 100, 30, False, False, True)",4,0.1,4,6,100,30,False,False,True,5.839308259997779,33126.72631577254,6
"(4, 0.1, 4, 6, 100, 30, False, False, True)",4,0.1,4,6,100,30,False,False,True,6.218102267997892,32424.922543365527,4
"(4, 0.1, 4, 6, 100, 30, False, False, True)",4,0.1,4,6,100,30,False,False,True,6.279065702998196,32423.859581590445,4
"(4, 0.1, 4, 6, 100, 30, False, False, True)",4,0.1,4,6,100,30,False,False,True,6.350503616999049,31241.24688085184,6
"(4, 0.1, 4, 6, 100, 30, False, False, True)",4,0.1,4,6,100,30,False,False,True,6.313587632997951,30745.919740086912,6
"(4, 0.1, 4, 6, 100, 30, False, False, True)",4,0.1,4,6,100,30,False,False,True,6.064330000001064,32499.632389542185,5
"(4, 0.1, 4, 6, 100, 30, False, False, True)",4,0.1,4,6,100,30,False,False,True,6.389177501998347,32311.273800626004,5
"(4, 0.1, 4, 6, 100, 30, False, False, True)",4,0.1,4,6,100,30,False,False,True,6.377239436002128,32947.41308373039,5
"(4, 0.1, 4, 6, 100, 30, False, False, True)",4,0.1,4,6,100,30,False,False,True,6.679016206999222,31365.352467587385,6
"(4, 0.1, 4, 6, 100, 30, False, False, True)",4,0.1,4,6,100,30,False,False,True,5.964333323998289,31460.009273103973,6
"(4, 0.1, 4, 6, 100, 30, False, False, True)",4,0.1,4,6,100,30,False,False,True,6.086779810000735,31505.270626502923,6
"(4, 0.1, 4, 6, 100, 30, False, False, True)",4,0.1,4,6,100,30,False,False,True,6.817851163999876,31361.31344772656,6
"(4, 0.1, 4, 6, 100, 30, False, False, True)",4,0.1,4,6,100,30,False,False,True,6.460797809999349,30807.38320938591,6
"(4, 0.1, 4, 6, 100, 30, False, False, True)",4,0.1,4,6,100,30,False,False,True,6.539467414000683,32586.0193738242,6
"(4, 0.1, 4, 6, 100, 30, False, False, True)",4,0.1,4,6,100,30,False,False,True,6.197520394998719,32114.080405200522,6
"(4, 0.1, 4, 7, 100, 30, False, False, True)",4,0.1,4,7,100,30,False,False,True,6.747250307998911,31019.887137627815,7
"(4, 0.1, 4, 7, 100, 30, False, False, True)",4,0.1,4,7,100,30,False,False,True,6.714236886000435,31783.66715402002,5
"(4, 0.1, 4, 7, 100, 30, False, False, True)",4,0.1,4,7,100,30,False,False,True,6.097589881999738,32808.07494766079,6
"(4, 0.1, 4, 7, 100, 30, False, False, True)",4,0.1,4,7,100,30,False,False,True,6.791983123999671,32435.599841956995,7
"(4, 0.1, 4, 7, 100, 30, False, False, True)",4,0.1,4,7,100,30,False,False,True,6.278481520999776,32617.248531951635,5
"(4, 0.1, 4, 7, 100, 30, False, False, True)",4,0.1,4,7,100,30,False,False,True,6.277703318999556,32711.376133970985,6
"(4, 0.1, 4, 7, 100, 30, False, False, True)",4,0.1,4,7,100,30,False,False,True,6.911638532001234,31032.039801868603,7
"(4, 0.1, 4, 7, 100, 30, False, False, True)",4,0.1,4,7,100,30,False,False,True,6.887779758999386,31964.082588340112,7
"(4, 0.1, 4, 7, 100, 30, False, False, True)",4,0.1,4,7,100,30,False,False,True,7.039934705000633,32406.32946950922,7
"(4, 0.1, 4, 7, 100, 30, False, False, True)",4,0.1,4,7,100,30,False,False,True,6.6720031240001845,31761.075044755344,7
"(4, 0.1, 4, 7, 100, 30, False, False, True)",4,0.1,4,7,100,30,False,False,True,6.237730580000061,32515.728189259997,4
"(4, 0.1, 4, 7, 100, 30, False, False, True)",4,0.1,4,7,100,30,False,False,True,6.431210740000097,31175.842647022746,7
"(4, 0.1, 4, 7, 100, 30, False, False, True)",4,0.1,4,7,100,30,False,False,True,6.271730447002483,32616.06140028378,4
"(4, 0.1, 4, 7, 100, 30, False, False, True)",4,0.1,4,7,100,30,False,False,True,6.514927873002307,32852.431771562704,5
"(4, 0.1, 4, 7, 100, 30, False, False, True)",4,0.1,4,7,100,30,False,False,True,7.090643228002591,31668.658923808154,4
"(4, 0.1, 4, 7, 100, 30, False, False, True)",4,0.1,4,7,100,30,False,False,True,5.989869048997207,32997.83489072064,4
"(4, 0.1, 4, 7, 100, 30, False, False, True)",4,0.1,4,7,100,30,False,False,True,6.2111214690012275,32280.622276183632,5
"(4, 0.1, 4, 7, 100, 30, False, False, True)",4,0.1,4,7,100,30,False,False,True,5.948212983003032,33345.10092578687,2
"(4, 0.1, 4, 7, 100, 30, False, False, True)",4,0.1,4,7,100,30,False,False,True,6.33489607500087,32150.4882840317,6
"(4, 0.1, 4, 7, 100, 30, False, False, True)",4,0.1,4,7,100,30,False,False,True,6.4753749660012545,31257.690372789053,7
"(4, 0.1, 4, 8, 100, 30, False, False, True)",4,0.1,4,8,100,30,False,False,True,6.094131606998417,32091.407574439894,4
"(4, 0.1, 4, 8, 100, 30, False, False, True)",4,0.1,4,8,100,30,False,False,True,6.443190163998224,32683.41371956283,6
"(4, 0.1, 4, 8, 100, 30, False, False, True)",4,0.1,4,8,100,30,False,False,True,6.070397592000518,32488.964457989434,8
"(4, 0.1, 4, 8, 100, 30, False, False, True)",4,0.1,4,8,100,30,False,False,True,6.395005685997603,33128.49963989019,4
"(4, 0.1, 4, 8, 100, 30, False, False, True)",4,0.1,4,8,100,30,False,False,True,6.3208639250005945,32302.093697525506,8
"(4, 0.1, 4, 8, 100, 30, False, False, True)",4,0.1,4,8,100,30,False,False,True,5.935392323000997,32520.73253352989,3
"(4, 0.1, 4, 8, 100, 30, False, False, True)",4,0.1,4,8,100,30,False,False,True,6.109318986997096,32287.271599677766,8
"(4, 0.1, 4, 8, 100, 30, False, False, True)",4,0.1,4,8,100,30,False,False,True,5.6139369849988725,32815.789047820756,6
"(4, 0.1, 4, 8, 100, 30, False, False, True)",4,0.1,4,8,100,30,False,False,True,6.764322399998491,31809.45507258416,8
"(4, 0.1, 4, 8, 100, 30, False, False, True)",4,0.1,4,8,100,30,False,False,True,5.575462572000106,33316.46597272388,2
"(4, 0.1, 4, 8, 100, 30, False, False, True)",4,0.1,4,8,100,30,False,False,True,6.02315731100316,32899.531415920166,7
"(4, 0.1, 4, 8, 100, 30, False, False, True)",4,0.1,4,8,100,30,False,False,True,5.525911926000845,33279.40255058009,3
