config_id,mods,density,n_vars,k,n_traj,traj_length,klPQ,errorPQ,klQP,errorQP,hellinger,bhattacharya,jensen-shannon,count,recall,precision,fscore,dist2opt,skeleton_count,skeleton_recall,skeleton_precision,skeleton_fscore,skeleton_dist2opt,hamming,structural hamming,learning_time,k_learning_time,BIC_Score
"(3, 0.5, 4, 2, 100, 35)",3,0.5,4,2,100,35,0.5752748410784534,0,1.7395456622663104,0,0.6002370769795107,0.06663100538466205,0.2395995068404385,"{'tp': 6, 'tn': 42, 'fp': 0, 'fn': 8}",0.42857142857142855,1.0,0.6,0.5714285714285714,"{'tp': 6, 'tn': 14, 'fp': 0, 'fn': 8}",0.42857142857142855,1.0,0.6,0.5714285714285714,8,10,0.0034463940010027727,11.040753310999207,28557.492720686085
"(3, 0.5, 4, 2, 100, 35)",3,0.5,4,2,100,35,0.9135909809563013,0,2.350029555002751,0,0.6683280929499528,0.16108067180044786,0.2839206928640471,"{'tp': 4, 'tn': 42, 'fp': 0, 'fn': 10}",0.2857142857142857,1.0,0.4444444444444445,0.7142857142857143,"{'tp': 4, 'tn': 14, 'fp': 0, 'fn': 10}",0.2857142857142857,1.0,0.4444444444444445,0.7142857142857143,10,13,0.0021017430008214433,10.787984774000506,29991.582786625164
"(3, 0.5, 4, 2, 100, 35)",3,0.5,4,2,100,35,1.1020971863089115,0,1.5215934796896218,0,0.6282283600963827,0.17257007841125566,0.2587598215451449,"{'tp': 6, 'tn': 41, 'fp': 1, 'fn': 8}",0.42857142857142855,0.8571428571428571,0.5714285714285714,0.5890150893739515,"{'tp': 6, 'tn': 13, 'fp': 1, 'fn': 8}",0.42857142857142855,0.8571428571428571,0.5714285714285714,0.5890150893739515,9,10,0.0029945839996798895,11.55711010900086,29647.33220856667
"(3, 0.5, 4, 2, 100, 35)",3,0.5,4,2,100,35,1.5667979618318737,0,1.5781784602296633,0,0.6487405833913992,0.24754081073186093,0.2674575970318351,"{'tp': 2, 'tn': 40, 'fp': 2, 'fn': 12}",0.14285714285714285,0.5,0.22222222222222224,0.9923174278178433,"{'tp': 4, 'tn': 14, 'fp': 0, 'fn': 10}",0.2857142857142857,1.0,0.4444444444444445,0.7142857142857143,10,12,0.0029694580007344484,9.214502332999473,29420.003699326295
"(3, 0.5, 4, 2, 100, 35)",3,0.5,4,2,100,35,1.306190618971084,0,1.2525731440888181,0,0.6043170723812179,0.22388786212518966,0.23535510716417668,"{'tp': 5, 'tn': 41, 'fp': 1, 'fn': 9}",0.35714285714285715,0.8333333333333334,0.5,0.6641107467133976,"{'tp': 6, 'tn': 14, 'fp': 0, 'fn': 8}",0.42857142857142855,1.0,0.6,0.5714285714285714,8,8,0.0031254340010491433,10.77236269399873,27295.108461283933
"(3, 0.5, 4, 2, 100, 35)",3,0.5,4,2,100,35,0.9089561894456419,0,1.6296371209872509,0,0.627735774073085,0.11057722497794381,0.26063124822200967,"{'tp': 5, 'tn': 42, 'fp': 0, 'fn': 9}",0.35714285714285715,1.0,0.5263157894736842,0.6428571428571428,"{'tp': 5, 'tn': 14, 'fp': 0, 'fn': 9}",0.35714285714285715,1.0,0.5263157894736842,0.6428571428571428,9,11,0.0033084999995480757,10.300077566000255,27257.022887623592
"(3, 0.5, 4, 2, 100, 35)",3,0.5,4,2,100,35,1.1453001599795503,0,1.2813210323906874,0,0.608929264221184,0.23415846280125097,0.2441749365939818,"{'tp': 2, 'tn': 41, 'fp': 1, 'fn': 12}",0.14285714285714285,0.6666666666666666,0.23529411764705882,0.9196765674203794,"{'tp': 3, 'tn': 14, 'fp': 0, 'fn': 11}",0.21428571428571427,1.0,0.35294117647058826,0.7857142857142857,11,14,0.0031385780002892716,10.120747352000762,29045.444259591157
"(3, 0.5, 4, 2, 100, 35)",3,0.5,4,2,100,35,1.009711197274746,0,1.1300645010209258,0,0.5744750908142195,0.20427577133935823,0.21890244407853007,"{'tp': 3, 'tn': 40, 'fp': 2, 'fn': 11}",0.21428571428571427,0.6,0.3157894736842105,0.8816728070976841,"{'tp': 5, 'tn': 14, 'fp': 0, 'fn': 9}",0.35714285714285715,1.0,0.5263157894736842,0.6428571428571428,9,12,0.0024162310000974685,10.839108718000716,29997.457931727724
"(3, 0.5, 4, 2, 100, 35)",3,0.5,4,2,100,35,1.3888938165329214,0,2.509291328097203,0,0.7519931668681692,0.26420804230942363,0.36154532966322034,"{'tp': 6, 'tn': 42, 'fp': 0, 'fn': 8}",0.42857142857142855,1.0,0.6,0.5714285714285714,"{'tp': 6, 'tn': 14, 'fp': 0, 'fn': 8}",0.42857142857142855,1.0,0.6,0.5714285714285714,8,14,0.0033700530002533924,10.744891719999941,29513.411955778553
"(3, 0.5, 4, 2, 100, 35)",3,0.5,4,2,100,35,1.112126801184787,0,1.9261871063276377,0,0.6630345745485675,0.21224996616522768,0.2828204362956568,"{'tp': 3, 'tn': 42, 'fp': 0, 'fn': 11}",0.21428571428571427,1.0,0.35294117647058826,0.7857142857142857,"{'tp': 3, 'tn': 14, 'fp': 0, 'fn': 11}",0.21428571428571427,1.0,0.35294117647058826,0.7857142857142857,11,13,0.0028390970001055393,10.212634176001302,27986.30790559811
"(3, 0.5, 4, 2, 100, 35)",3,0.5,4,2,100,35,1.0485581565578117,0,1.7448549696209632,0,0.6501903374790231,0.1807608142043056,0.27663869069057156,"{'tp': 4, 'tn': 42, 'fp': 0, 'fn': 10}",0.2857142857142857,1.0,0.4444444444444445,0.7142857142857143,"{'tp': 4, 'tn': 14, 'fp': 0, 'fn': 10}",0.2857142857142857,1.0,0.4444444444444445,0.7142857142857143,10,14,0.002274559999932535,9.64460096699986,29422.25787775574
"(3, 0.5, 4, 2, 100, 35)",3,0.5,4,2,100,35,1.1692256982322604,0,1.3721657973049144,0,0.6058292006000962,0.18767837301561038,0.23751748723122118,"{'tp': 5, 'tn': 39, 'fp': 3, 'fn': 9}",0.35714285714285715,0.625,0.45454545454545453,0.7442380708633823,"{'tp': 7, 'tn': 13, 'fp': 1, 'fn': 7}",0.5,0.875,0.6363636363636364,0.5153882032022076,8,10,0.0028990170012548333,12.134100577000936,28317.035815792202
"(3, 0.5, 4, 2, 100, 35)",3,0.5,4,2,100,35,0.8180159092507295,0,1.6857726726846363,0,0.6153477463363854,0.12263976327508042,0.24908010903433506,"{'tp': 4, 'tn': 42, 'fp': 0, 'fn': 10}",0.2857142857142857,1.0,0.4444444444444445,0.7142857142857143,"{'tp': 4, 'tn': 14, 'fp': 0, 'fn': 10}",0.2857142857142857,1.0,0.4444444444444445,0.7142857142857143,10,11,0.0023711480007477803,10.937075613999696,29836.19987065185
"(3, 0.5, 4, 2, 100, 35)",3,0.5,4,2,100,35,1.5236684517258523,0,1.246575597776871,0,0.6072440310422863,0.2005532812718809,0.2357125299924032,"{'tp': 5, 'tn': 42, 'fp': 0, 'fn': 9}",0.35714285714285715,1.0,0.5263157894736842,0.6428571428571428,"{'tp': 5, 'tn': 14, 'fp': 0, 'fn': 9}",0.35714285714285715,1.0,0.5263157894736842,0.6428571428571428,9,9,0.00265968699932273,10.98742680199939,28721.51853737285
