config_id,mods,density,n_vars,k,n_traj,traj_length,do_proba_learner,do_skeleton_learner,do_KLearner,k_learning_time,BIC_Score,learned_k
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.3636123280011816,10274.30498531629,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.5258443229977274,9453.639309350543,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.3429960160028713,10548.958719219749,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.3524444959984976,9601.977963357114,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.3529192049973062,10515.33722268046,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.215784284999245,10087.272491318714,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.348978983998677,10683.754683754185,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.3905808460003755,10545.892563644507,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.350625791001221,9930.900209813455,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.464491544997145,9408.162146239147,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.436860716999945,9816.76371256781,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.6125953379996645,9424.650604150913,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.6479960969991225,10637.774611829644,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.470989441997517,10367.269622344455,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.549115306999738,9957.089938770163,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.664513398998679,9383.852088221607,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.584055791998253,10393.968974494976,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.7310223579988815,8840.552871548283,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.428660672998376,10353.055444972371,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.4347012449979957,10304.880927565919,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.649688346999028,9261.96524805778,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.4540469989988196,9798.573320243486,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.352953326997522,10614.587005342226,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.606468436999421,9942.808307439758,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.5737594370002626,10238.775916045395,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.6741736410003796,9958.117394548188,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.644685743001901,10552.740335059898,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.6093066789981094,9931.173547371383,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.672849751001195,10235.63166688729,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.4804845360013132,9535.8261409621,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.4789863730002253,10132.487780248559,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.4964980309996463,10116.387636119607,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.6990714610001305,10528.261710933526,2
"(4, 0.1, 4, 2, 50, 20, False, False, True)",4,0.1,4,2,50,20,False,False,True,2.6185450090015365,10341.724824183058,2
