config_id,mods,density,n_vars,k,n_traj,traj_length,do_proba_learner,do_skeleton_learner,do_KLearner,klPQ,errorPQ,klQP,errorQP,hellinger,bhattacharya,jensen-shannon,learning_time
"(2, 0.1, 3, 2, 500, 50, True, False, False)",2,0.1,3,2,500,50,True,False,False,0.0044344949308709,0,0.00450259867057335,0,0.039346946731698015,0.0007743908717814966,0.0011164185520743948,0.004118325000490586
"(2, 0.1, 3, 2, 500, 50, True, False, False)",2,0.1,3,2,500,50,True,False,False,0.005945031023228501,0,0.005736445792158885,0,0.04498031578206056,0.001012126431123242,0.0014587187293771276,0.003585461000511714
"(2, 0.1, 3, 2, 500, 50, True, False, False)",2,0.1,3,2,500,50,True,False,False,0.006015833524269272,0,0.005917445559587073,0,0.04545702250301671,0.001033704535908047,0.0014894429731304587,0.0037771389997942606
"(2, 0.1, 3, 2, 500, 50, True, False, False)",2,0.1,3,2,500,50,True,False,False,0.003035551343101542,0,0.0030305398305741616,0,0.03242015861033163,0.0005256714832071216,0.0007581073175533981,0.0035589249991971883
"(2, 0.1, 3, 2, 500, 50, True, False, False)",2,0.1,3,2,500,50,True,False,False,0.0047280273580760914,0,0.004709211972587553,0,0.04043316800725189,0.0008177548078908296,0.0011789225183144866,0.0035258019997854717
"(2, 0.1, 3, 2, 500, 50, True, False, False)",2,0.1,3,2,500,50,True,False,False,0.0029611445592348036,0,0.0029517304977737663,0,0.032007690885271896,0.0005123773807773762,0.0007389205816876214,0.0032300890006808913
"(2, 0.1, 3, 2, 500, 50, True, False, False)",2,0.1,3,2,500,50,True,False,False,0.000927421096017194,0,0.0009259063210368015,0,0.01792038088330082,0.00016058291824765016,0.000231641234440164,0.00465532899943355
"(2, 0.1, 3, 2, 500, 50, True, False, False)",2,0.1,3,2,500,50,True,False,False,0.0059923860496288815,0,0.005313301269596122,0,0.044180924013431,0.0009764535990250689,0.0014029227122290102,0.003218619000108447
"(2, 0.1, 3, 2, 500, 50, True, False, False)",2,0.1,3,2,500,50,True,False,False,0.0017958088643461364,0,0.001803631369854641,0,0.024973198657523194,0.00031187895477962176,0.00044982212105493247,0.0030950549999033683
"(2, 0.1, 3, 2, 500, 50, True, False, False)",2,0.1,3,2,500,50,True,False,False,0.004282416183281965,0,0.004332302385025158,0,0.03863088191409281,0.0007464510440044025,0.0010761593760841154,0.0037157599999773083
"(2, 0.1, 3, 2, 500, 50, True, False, False)",2,0.1,3,2,500,50,True,False,False,0.014151036722435456,0,0.013912160123015296,0,0.06971077851871987,0.002432753066420746,0.0035030160270338026,0.0036114730000917916
"(2, 0.1, 3, 2, 500, 50, True, False, False)",2,0.1,3,2,500,50,True,False,False,0.002380058866487258,0,0.00239179020130327,0,0.028754052633808428,0.00041348324384927234,0.0005963327241644192,0.0034286140007679933
"(2, 0.1, 3, 2, 500, 50, True, False, False)",2,0.1,3,2,500,50,True,False,False,0.0105045538399054,0,0.010646357772732583,0,0.06051877060592625,0.0018329396057511391,0.0026400426741572157,0.004868042999987665
"(2, 0.1, 3, 2, 500, 50, True, False, False)",2,0.1,3,2,500,50,True,False,False,0.0026888194912204444,0,0.0027211466319446175,0,0.030596258884862355,0.0004681751057385577,0.0006743132617313146,0.004141557999901124
"(2, 0.1, 3, 2, 500, 50, True, False, False)",2,0.1,3,2,500,50,True,False,False,0.0036589983424242852,0,0.0038665266654844,0,0.03607812741756532,0.0006510275114083919,0.0009371918482315212,0.004090821000318101
"(2, 0.1, 3, 2, 500, 50, True, False, False)",2,0.1,3,2,500,50,True,False,False,0.0010284457761955007,0,0.001036179943315619,0,0.018913763033092224,0.00017888121432674655,0.0002580177174898537,0.0037641889994119992
"(2, 0.1, 3, 2, 500, 50, True, False, False)",2,0.1,3,2,500,50,True,False,False,0.0031291475584137676,0,0.0031342726424988202,0,0.032941937086493345,0.0005427328623444528,0.000782643684236195,0.003511897999487701
"(2, 0.1, 3, 2, 500, 70, True, False, False)",2,0.1,3,2,500,70,True,False,False,0.009826155764997962,0,0.009975394868386198,0,0.058562113153468986,0.0017162324332298676,0.0024725617248546085,0.003952662000301643
"(2, 0.1, 3, 2, 500, 70, True, False, False)",2,0.1,3,2,500,70,True,False,False,0.0032639582316602044,0,0.003268941658188766,0,0.03364351245445736,0.0005661031713040156,0.0008163537950087209,0.003824147000159428
"(2, 0.1, 3, 2, 500, 70, True, False, False)",2,0.1,3,2,500,70,True,False,False,0.002814418436954187,0,0.0027279291748083688,0,0.030985449559971477,0.0004801643026467056,0.0006923355287447334,0.004667168000196398
"(2, 0.1, 3, 2, 500, 70, True, False, False)",2,0.1,3,2,500,70,True,False,False,0.008710800747368033,0,0.008822247440072388,0,0.05510343536520616,0.0015193479192464976,0.0021889546357657212,0.004447891000381787
"(2, 0.1, 3, 2, 500, 70, True, False, False)",2,0.1,3,2,500,70,True,False,False,0.0009588457050308079,0,0.0009730679490214961,0,0.01829584368004815,0.00016738295572778643,0.0002414355079038144,0.003909544000634924
"(2, 0.1, 3, 2, 500, 70, True, False, False)",2,0.1,3,2,500,70,True,False,False,0.0064275952451930095,0,0.0065523862463133286,0,0.047400746073311115,0.0011240468681983562,0.001619003169628966,0.004423176000273088
"(2, 0.1, 3, 2, 500, 70, True, False, False)",2,0.1,3,2,500,70,True,False,False,0.0005288714204811416,0,0.0005261400488896975,0,0.013520737949497506,9.140935505753604e-05,0.00013186315969642998,0.0036461119998421054
"(2, 0.1, 3, 2, 500, 70, True, False, False)",2,0.1,3,2,500,70,True,False,False,0.00320796414528154,0,0.003217393636964101,0,0.033365121256486,0.0005567706262329705,0.0008028836515522834,0.004305372999624524
"(2, 0.1, 3, 2, 500, 70, True, False, False)",2,0.1,3,2,500,70,True,False,False,0.001249763233857424,0,0.001254600615800546,0,0.02083078920262423,0.0002169844288207334,0.0003129713350258118,0.0035955969997303328
"(2, 0.1, 3, 2, 500, 70, True, False, False)",2,0.1,3,2,500,70,True,False,False,0.0129920421517746,0,0.01283302593953726,0,0.06687755890977003,0.0022388082047510886,0.003224479524763878,0.0036494810001386213
"(2, 0.1, 3, 2, 500, 70, True, False, False)",2,0.1,3,2,500,70,True,False,False,0.002263104009149671,0,0.0022846667177128534,0,0.02807059228529567,0.00039405670577011585,0.0005683120225453407,0.003993459999946936
"(2, 0.1, 3, 2, 500, 70, True, False, False)",2,0.1,3,2,500,70,True,False,False,0.003352122981010633,0,0.003366309516028054,0,0.034115186247056166,0.0005820923492200575,0.0008392709462905516,0.005393800000092597
"(2, 0.1, 3, 2, 500, 70, True, False, False)",2,0.1,3,2,500,70,True,False,False,0.00752616950248304,0,0.00758877459547125,0,0.051166642636190994,0.001309870164806102,0.0018876454425776827,0.004597606999595882
"(2, 0.1, 3, 2, 500, 70, True, False, False)",2,0.1,3,2,500,70,True,False,False,0.0014924106052908882,0,0.0015053907914308105,0,0.022791283985043626,0.0002597550462648439,0.0003746721310640636,0.003812255000411824
"(2, 0.1, 3, 2, 500, 70, True, False, False)",2,0.1,3,2,500,70,True,False,False,0.005681927144748352,0,0.005688587212221034,0,0.04438146073631428,0.0009853423188816838,0.0014203828557511657,0.003726340999492095
"(2, 0.1, 3, 2, 500, 70, True, False, False)",2,0.1,3,2,500,70,True,False,False,0.004849478244979101,0,0.004866153241761714,0,0.041022811423275865,0.0008417897341171595,0.0012134164912752047,0.004698802999882901
"(2, 0.1, 3, 2, 500, 70, True, False, False)",2,0.1,3,2,500,70,True,False,False,0.002343795655204129,0,0.002316409591767179,0,0.02841498413958202,0.00040378717289543485,0.0005823227121832739,0.0041869449996738695
"(2, 0.1, 3, 2, 500, 70, True, False, False)",2,0.1,3,2,500,70,True,False,False,0.0010589168868741516,0,0.0010623029658526244,0,0.01917176815605698,0.00018379523642464115,0.0002651197416081129,0.004157137999754923
"(2, 0.1, 3, 2, 500, 70, True, False, False)",2,0.1,3,2,500,70,True,False,False,0.017948186292419805,0,0.017693781668943816,0,0.07854755081436676,0.003089626854822988,0.0044457914920526,0.004989261999980954
"(2, 0.1, 3, 2, 500, 70, True, False, False)",2,0.1,3,2,500,70,True,False,False,0.005165420851446359,0,0.005342879315328417,0,0.04266272744056785,0.0009104685070249001,0.0013123246126807305,0.0033788390001063817
"(2, 0.1, 3, 2, 1000, 10, True, False, False)",2,0.1,3,2,1000,10,True,False,False,0.0014549577793799284,0,0.0015121679309905898,0,0.022669128011802056,0.00025697769834832164,0.0003704953854648944,0.0027844920005009044
"(2, 0.1, 3, 2, 1000, 10, True, False, False)",2,0.1,3,2,1000,10,True,False,False,0.005626374826082129,0,0.005582532604583925,0,0.04406385288401491,0.0009712831082507163,0.00140005728270042,0.002317798000149196
"(2, 0.1, 3, 2, 1000, 10, True, False, False)",2,0.1,3,2,1000,10,True,False,False,0.0006669932030696196,0,0.0006665991833419942,0,0.015201446007501307,0.00011554865584849624,0.00016668463685668225,0.00259255499986466
"(2, 0.1, 3, 2, 1000, 10, True, False, False)",2,0.1,3,2,1000,10,True,False,False,0.0010356771618712994,0,0.0010336301101727947,0,0.01893546735968435,0.00017929203392108732,0.00025861768093187257,0.003609692999816616
"(2, 0.1, 3, 2, 1000, 10, True, False, False)",2,0.1,3,2,1000,10,True,False,False,0.0032741191617927023,0,0.003336365432880384,0,0.033840701909724824,0.000572760548882876,0.0008258541226801933,0.0037069999998493586
"(2, 0.1, 3, 2, 1000, 10, True, False, False)",2,0.1,3,2,1000,10,True,False,False,0.0012301565367716363,0,0.0012407265509444471,0,0.020691107993807648,0.00021408388932614637,0.0003087890451502146,0.0030874739995851996
"(2, 0.1, 3, 2, 1000, 10, True, False, False)",2,0.1,3,2,1000,10,True,False,False,0.000704843721816565,0,0.0007022913161710261,0,0.015614119490725973,0.00012190779418857878,0.00017583825002348991,0.0035872720000043046
"(2, 0.1, 3, 2, 1000, 10, True, False, False)",2,0.1,3,2,1000,10,True,False,False,0.0020070212838122024,0,0.002002253104999644,0,0.026356274321180043,0.0003473869298994248,0.0005010134600978607,0.003332182999656652
"(2, 0.1, 3, 2, 1000, 10, True, False, False)",2,0.1,3,2,1000,10,True,False,False,0.0017552236340928782,0,0.0017471036559832589,0,0.024631776716786274,0.00030340823573679095,0.00043752757397638167,0.0023946080000314396
"(2, 0.1, 3, 2, 1000, 10, True, False, False)",2,0.1,3,2,1000,10,True,False,False,0.0013119169610966278,0,0.0013154851100724918,0,0.02133663835827705,0.00022765197896131703,0.0003283647546757779,0.0034041520002574543
"(2, 0.1, 3, 2, 1000, 10, True, False, False)",2,0.1,3,2,1000,10,True,False,False,0.002479323959500528,0,0.0025110242390122446,0,0.029403792895335096,0.0004323849832309096,0.0006235362382581745,0.0030037549995540758
"(2, 0.1, 3, 2, 1000, 10, True, False, False)",2,0.1,3,2,1000,10,True,False,False,0.0030343674469860177,0,0.0030325453957732525,0,0.03242167235634735,0.0005257205860451659,0.000758146239551432,0.0034163760001320043
"(2, 0.1, 3, 2, 1000, 10, True, False, False)",2,0.1,3,2,1000,10,True,False,False,0.0029877259210395087,0,0.0029867754675655393,0,0.032172900596984126,0.0005176817404840157,0.0007465146022445877,0.0032676609998816275
"(2, 0.1, 3, 2, 1000, 10, True, False, False)",2,0.1,3,2,1000,10,True,False,False,0.0022703851322352455,0,0.0022408749566488716,0,0.027955769457825998,0.00039083889055914245,0.0005635949962723486,0.0037806239997735247
"(2, 0.1, 3, 2, 1000, 10, True, False, False)",2,0.1,3,2,1000,10,True,False,False,0.0015107342020157272,0,0.0015206169863137744,0,0.02291800329673787,0.00026265192755246016,0.0003788348689502596,0.0032181980004679644
"(2, 0.1, 3, 2, 1000, 10, True, False, False)",2,0.1,3,2,1000,10,True,False,False,0.001407203288472725,0,0.0013946460078307413,0,0.0220337763909754,0.00024277311803260786,0.0003501789672188532,0.002857004999896162
"(2, 0.1, 3, 2, 1000, 10, True, False, False)",2,0.1,3,2,1000,10,True,False,False,0.0017850343111880597,0,0.0018226119845329973,0,0.025000366153903778,0.00031255799507567625,0.00045075510809495893,0.003602283999498468
"(2, 0.1, 3, 2, 1000, 10, True, False, False)",2,0.1,3,2,1000,10,True,False,False,0.003440160902439319,0,0.0034261806464830967,0,0.03448999407367622,0.0005949567973022389,0.0008578793414666276,0.003609577999668545
"(2, 0.1, 3, 2, 1000, 10, True, False, False)",2,0.1,3,2,1000,10,True,False,False,0.0030636673234550934,0,0.003058437039935925,0,0.03256821157080228,0.0005304848846890857,0.0007649869226321404,0.0028632379999180557
"(2, 0.1, 3, 2, 1000, 10, True, False, False)",2,0.1,3,2,1000,10,True,False,False,0.002424885605788015,0,0.0024619779436862188,0,0.029097317075219183,0.00042341655862812295,0.0006106054787741177,0.003183160999469692
"(2, 0.1, 3, 2, 1000, 30, True, False, False)",2,0.1,3,2,1000,30,True,False,False,0.006450650922004879,0,0.006390121013786898,0,0.04716102133867701,0.001112699787720346,0.0016036919765890978,0.003732094000042707
"(2, 0.1, 3, 2, 1000, 30, True, False, False)",2,0.1,3,2,1000,30,True,False,False,0.004047040223838357,0,0.004060013880006054,0,0.03747809210199098,0.0007025504245682995,0.001013038449494518,0.005270693999591458
"(2, 0.1, 3, 2, 1000, 30, True, False, False)",2,0.1,3,2,1000,30,True,False,False,0.0023650209439603047,0,0.0023198389312496823,0,0.028489649333440805,0.0004059124308761692,0.0005853706436885825,0.005233762999523606
"(2, 0.1, 3, 2, 1000, 30, True, False, False)",2,0.1,3,2,1000,30,True,False,False,0.0013106451028475157,0,0.0013728886745781623,0,0.021559194177822916,0.00023242643572997786,0.0003351215011574013,0.005094307000035769
"(2, 0.1, 3, 2, 1000, 30, True, False, False)",2,0.1,3,2,1000,30,True,False,False,0.003255870617853244,0,0.0032283923654455493,0,0.03351702818655455,0.0005618533992939744,0.0008101781353632839,0.005074640000202635
"(2, 0.1, 3, 2, 1000, 30, True, False, False)",2,0.1,3,2,1000,30,True,False,False,0.00637077750391291,0,0.006580242590291713,0,0.047356948553987976,0.0011219694605817318,0.0016166307788092916,0.005384864000006928
"(2, 0.1, 3, 2, 1000, 30, True, False, False)",2,0.1,3,2,1000,30,True,False,False,0.0006892906561922085,0,0.0006980107447713554,0,0.015504185585625831,0.0001201971087197451,0.00017338203255676688,0.00404472500031261
"(2, 0.1, 3, 2, 1000, 30, True, False, False)",2,0.1,3,2,1000,30,True,False,False,0.002166439733473226,0,0.002167987882877331,0,0.027404883198812867,0.0003755843345367631,0.0005417003897890144,0.0040355279998038895
"(2, 0.1, 3, 2, 1000, 30, True, False, False)",2,0.1,3,2,1000,30,True,False,False,0.0023823807351206977,0,0.0023895118305768716,0,0.028753972256450776,0.00041348093172208136,0.0005963206238455562,0.004206005000014557
"(2, 0.1, 3, 2, 1000, 30, True, False, False)",2,0.1,3,2,1000,30,True,False,False,0.0029094143080240745,0,0.002896793926562047,0,0.03171683334929059,0.0005031052951012606,0.0007255139667296153,0.0039586709999639424
"(2, 0.1, 3, 2, 1000, 30, True, False, False)",2,0.1,3,2,1000,30,True,False,False,0.000711745002311465,0,0.00071086172079818,0,0.015700582464628188,0.00012326174128045049,0.00017781044778879956,0.0038439509999079746
"(2, 0.1, 3, 2, 1000, 30, True, False, False)",2,0.1,3,2,1000,30,True,False,False,0.002084041476613047,0,0.0020762832180819843,0,0.02684836077643199,0.00036048220409384016,0.0005199037677740236,0.004415937999510788
"(2, 0.1, 3, 2, 1000, 30, True, False, False)",2,0.1,3,2,1000,30,True,False,False,0.0035652900443859125,0,0.0037013325783042013,0,0.03547586825502132,0.0006294666868165476,0.0009073586369660584,0.004821656999411061
"(2, 0.1, 3, 2, 1000, 30, True, False, False)",2,0.1,3,2,1000,30,True,False,False,0.0018737823655185378,0,0.0018799590255555727,0,0.025502284344624884,0.00032523613693638195,0.00046906289579535447,0.005374266999751853
"(2, 0.1, 3, 2, 1000, 30, True, False, False)",2,0.1,3,2,1000,30,True,False,False,0.0009126028441407734,0,0.0009152858615843106,0,0.017797158114094113,0.00015838196022966458,0.0002284714617531436,0.003911091000190936
"(2, 0.1, 3, 2, 1000, 30, True, False, False)",2,0.1,3,2,1000,30,True,False,False,0.004622366742061316,0,0.004411887076503874,0,0.03955313174208715,0.0007825312130040247,0.001127744447045248,0.003763237999919511
"(2, 0.1, 3, 2, 1000, 30, True, False, False)",2,0.1,3,2,1000,30,True,False,False,0.0063935066430661144,0,0.00633356208487528,0,0.04694675574256007,0.0011026065846635113,0.0015888154328404422,0.004131174000576721
"(2, 0.1, 3, 2, 1000, 30, True, False, False)",2,0.1,3,2,1000,30,True,False,False,0.006084652737555096,0,0.006606629634243619,0,0.04684507625200861,0.0010978329826927394,0.0015795543636254379,0.004091798000445124
"(2, 0.1, 3, 2, 1000, 30, True, False, False)",2,0.1,3,2,1000,30,True,False,False,0.0018801126303957902,0,0.001882255880717872,0,0.025532123390034685,0.0003259977939095085,0.0004701814534728392,0.004336056999818538
"(2, 0.1, 3, 2, 1000, 30, True, False, False)",2,0.1,3,2,1000,30,True,False,False,0.002056945804557131,0,0.0020643153117806175,0,0.02672188817888385,0.0003570934041835334,0.0005150122150940377,0.0039787420000720886
"(2, 0.1, 3, 2, 1000, 50, True, False, False)",2,0.1,3,2,1000,50,True,False,False,0.00020675114720861644,0,0.00020670083825835459,0,0.00846432361585187,3.582302877387472e-05,5.1680062397758963e-05,0.005373837999286479
"(2, 0.1, 3, 2, 1000, 50, True, False, False)",2,0.1,3,2,1000,50,True,False,False,0.00019473645030359046,0,0.0001946226656187845,0,0.008214005124121777,3.3735509125402774e-05,4.8668572082043605e-05,0.005603379000604036
"(2, 0.1, 3, 2, 1000, 50, True, False, False)",2,0.1,3,2,1000,50,True,False,False,0.0020597875801444294,0,0.002053046710990998,0,0.02669493329672743,0.0003563732252534614,0.0005139883004142906,0.004836838999835891
"(2, 0.1, 3, 2, 1000, 50, True, False, False)",2,0.1,3,2,1000,50,True,False,False,0.0033944558836497404,0,0.0033709129087043693,0,0.03423660843070698,0.0005862444861422743,0.0008453772702282838,0.0051966600003652275
