config_id,mods,density,n_vars,k,n_traj,traj_length,do_proba_learner,do_skeleton_learner,do_KLearner,count,recall,precision,fscore,dist2opt,skeleton_count,skeleton_recall,skeleton_precision,skeleton_fscore,skeleton_dist2opt,hamming,structural hamming,learning_time
"(3, 0.1, 4, 2, 500, 30, False, True, False)",3,0.1,4,2,500,30,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.005033716000070854
"(3, 0.1, 4, 2, 500, 30, False, True, False)",3,0.1,4,2,500,30,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.0054564859999572946
"(3, 0.1, 4, 2, 500, 30, False, True, False)",3,0.1,4,2,500,30,False,True,False,"{'tp': 1, 'tn': 54, 'fp': 0, 'fn': 1}",0.5,1.0,0.6666666666666666,0.5,"{'tp': 1, 'tn': 26, 'fp': 0, 'fn': 1}",0.5,1.0,0.6666666666666666,0.5,1,2,0.0054628069999580475
"(3, 0.1, 4, 2, 500, 30, False, True, False)",3,0.1,4,2,500,30,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.004431735000025583
"(3, 0.1, 4, 2, 500, 30, False, True, False)",3,0.1,4,2,500,30,False,True,False,"{'tp': 1, 'tn': 53, 'fp': 1, 'fn': 1}",0.5,0.5,0.5,0.7071067811865476,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.0049675569999863
"(3, 0.1, 4, 2, 500, 30, False, True, False)",3,0.1,4,2,500,30,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.004453935000015008
"(3, 0.1, 4, 2, 500, 30, False, True, False)",3,0.1,4,2,500,30,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.007023512000046139
"(3, 0.1, 4, 2, 500, 30, False, True, False)",3,0.1,4,2,500,30,False,True,False,"{'tp': 0, 'tn': 52, 'fp': 2, 'fn': 2}",0.0,0.0,0.0,1.4142135623730951,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.005611459000078867
"(3, 0.1, 4, 2, 500, 30, False, True, False)",3,0.1,4,2,500,30,False,True,False,"{'tp': 2, 'tn': 54, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,"{'tp': 2, 'tn': 26, 'fp': 0, 'fn': 0}",1.0,1.0,1.0,0.0,0,0,0.006782724999993661
"(3, 0.1, 4, 2, 500, 30, False, True, False)",3,0.1,4,2,500,30,False,True,False,"{'tp': 0, 'tn': 54, 'fp': 0, 'fn': 2}",0.0,0.0,0.0,1.4142135623730951,"{'tp': 0, 'tn': 26, 'fp': 0, 'fn': 2}",0.0,0.0,0.0,1.4142135623730951,2,2,0.005601384999977199
